# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 249:         4.979       52.644      -2.40  BERKHOUT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 380:         5.762       50.906     114.30  MAASTRICHT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  380,20100301,   37
  380,20100302,   24
  380,20100303,   17
  380,20100304,   13
  380,20100305,    3
  380,20100306,    0
  380,20100307,  -16
  380,20100308,  -20
  380,20100309,  -11
  380,20100310,    8
  380,20100311,  -12
  380,20100312,   22
  380,20100313,   43
  380,20100314,   49
  380,20100315,   65
  380,20100316,   56
  380,20100317,   83
  380,20100318,  123
  380,20100319,  138
  380,20100320,  138
  380,20100321,   90
  380,20100322,   89
  380,20100323,   99
  380,20100324,  144
  380,20100325,  151
  380,20100326,   99
  380,20100327,   96
  380,20100328,   94
  380,20100329,  115
  380,20100330,   96
  380,20100331,   63
  380,20100401,   48
  380,20100402,   74
  380,20100403,   83
  380,20100404,   76
  380,20100405,   68
  380,20100406,  113
  380,20100407,  133
  380,20100408,   88
  380,20100409,   88
  380,20100410,   78
  380,20100411,   52
  380,20100412,   77
  380,20100413,  102
  380,20100414,   81
  380,20100415,   93
  380,20100416,   66
  380,20100417,   85
  380,20100418,  123
  380,20100419,   70
  380,20100420,   82
  380,20100421,   60
  380,20100422,   56
  380,20100423,   84
  380,20100424,  125
  380,20100425,  154
  380,20100426,  122
  380,20100427,  128
  380,20100428,  167
  380,20100429,  205
  380,20100430,  134
  380,20100501,  120
  380,20100502,   98
  380,20100503,   67
  380,20100504,   75
  380,20100505,   74
  380,20100506,   73
  380,20100507,   63
  380,20100508,   89
  380,20100509,  103
  380,20100510,   90
  380,20100511,   60
  380,20100512,   58
  380,20100513,   66
  380,20100514,   79
  380,20100515,   99
  380,20100516,  113
  380,20100517,  104
  380,20100518,   98
  380,20100519,  115
  380,20100520,  139
  380,20100521,  150
  380,20100522,  152
  380,20100523,  168
  380,20100524,  195
  380,20100525,  161
  380,20100526,   95
  380,20100527,  124
  380,20100528,  135
  380,20100529,  149
  380,20100530,  121
  380,20100531,  118
  380,20100601,  128
  380,20100602,  157
  380,20100603,  170
  380,20100604,  181
  380,20100605,  206
  380,20100606,  195
  380,20100607,  164
  380,20100608,  182
  380,20100609,  175
  380,20100610,  200
  380,20100611,  193
  380,20100612,  141
  380,20100613,  131
  380,20100614,  178
  380,20100615,  148
  380,20100616,  161
  380,20100617,  172
  380,20100618,  131
  380,20100619,  115
  380,20100620,  117
  380,20100621,  136
  380,20100622,  154
  380,20100623,  186
  380,20100624,  207
  380,20100625,  197
  380,20100626,  203
  380,20100627,  225
  380,20100628,  233
  380,20100629,  210
  380,20100630,  219
  380,20100701,  253
  380,20100702,  282
  380,20100703,  232
  380,20100704,  209
  380,20100705,  178
  380,20100706,  174
  380,20100707,  206
  380,20100708,  251
  380,20100709,  269
  380,20100710,  276
  380,20100711,  260
  380,20100712,  219
  380,20100713,  223
  380,20100714,  225
  380,20100715,  197
  380,20100716,  219
  380,20100717,  174
  380,20100718,  176
  380,20100719,  216
  380,20100720,  251
  380,20100721,  223
  380,20100722,  196
  380,20100723,  173
  380,20100724,  164
  380,20100725,  166
  380,20100726,  165
  380,20100727,  175
  380,20100728,  189
  380,20100729,  154
  380,20100730,  183
  380,20100731,  203
  380,20100801,  192
  380,20100802,  170
  380,20100803,  169
  380,20100804,  166
  380,20100805,  156
  380,20100806,  169
  380,20100807,  193
  380,20100808,  172
  380,20100809,  177
  380,20100810,  194
  380,20100811,  183
  380,20100812,  165
  380,20100813,  155
  380,20100814,  173
  380,20100815,  158
  380,20100816,  171
  380,20100817,  151
  380,20100818,  160
  380,20100819,  167
  380,20100820,  215
  380,20100821,  221
  380,20100822,  206
  380,20100823,  202
  380,20100824,  163
  380,20100825,  162
  380,20100826,  194
  380,20100827,  160
  380,20100828,  132
  380,20100829,  127
  380,20100830,  129
  380,20100831,  134
  380,20100901,  133
  380,20100902,  133
  380,20100903,  137
  380,20100904,  131
  380,20100905,  137
  380,20100906,  151
  380,20100907,  139
  380,20100908,  164
  380,20100909,  148
  380,20100910,  154
  380,20100911,  183
  380,20100912,  140
  380,20100913,  143
  380,20100914,  166
  380,20100915,  140
  380,20100916,  131
  380,20100917,  111
  380,20100918,  106
  380,20100919,  117
  380,20100920,  145
  380,20100921,  148
  380,20100922,  168
  380,20100923,  174
  380,20100924,  145
  380,20100925,  108
  380,20100926,  104
  380,20100927,   93
  380,20100928,  114
  380,20100929,  115
  380,20100930,  124
  380,20101001,  121
  380,20101002,  154
  380,20101003,  192
  380,20101004,  180
  380,20101005,  170
  380,20101006,  167
  380,20101007,  159
  380,20101008,  144
  380,20101009,  137
  380,20101010,  116
  380,20101011,   89
  380,20101012,   60
  380,20101013,   60
  380,20101014,   63
  380,20101015,  100
  380,20101016,   74
  380,20101017,   56
  380,20101018,   78
  380,20101019,   83
  380,20101020,   57
  380,20101021,   50
  380,20101022,   60
  380,20101023,   60
  380,20101024,   62
  380,20101025,   40
  380,20101026,   57
  380,20101027,   87
  380,20101028,   93
  380,20101029,  116
  380,20101030,  109
  380,20101031,  104
  380,20101101,   78
  380,20101102,  102
  380,20101103,  131
  380,20101104,  150
  380,20101105,  131
  380,20101106,   98
  380,20101107,   62
  380,20101108,   56
  380,20101109,   69
  380,20101110,   56
  380,20101111,   61
  380,20101112,  110
  380,20101113,  120
  380,20101114,  124
  380,20101115,   63
  380,20101116,   28
  380,20101117,   43
  380,20101118,   55
  380,20101119,   71
  380,20101120,   52
  380,20101121,   40
  380,20101122,   38
  380,20101123,   38
  380,20101124,   37
  380,20101125,   15
  380,20101126,    1
  380,20101127,   -7
  380,20101128,  -27
  380,20101129,  -23
  380,20101130,  -22
  380,20101201,  -62
  380,20101202,  -66
  380,20101203,  -59
  380,20101204,  -19
  380,20101205,    8
  380,20101206,  -21
  380,20101207,  -25
  380,20101208,  -15
  380,20101209,   11
  380,20101210,   30
  380,20101211,   52
  380,20101212,   26
  380,20101213,  -34
  380,20101214,  -25
  380,20101215,  -21
  380,20101216,   -9
  380,20101217,  -32
  380,20101218,  -43
  380,20101219,  -13
  380,20101220,  -52
  380,20101221,   -1
  380,20101222,   -3
  380,20101223,  -22
  380,20101224,  -27
  380,20101225,  -55
  380,20101226,   -8
  380,20101227,   -7
  380,20101228,    8
  380,20101229,   15
  380,20101230,   -5
  380,20101231,   -5
  380,20110101,   14
